strand,CpG_Coordinates,`000,`001,`010,`011,`100,`101,`110,`111,Sample_ID,Replicate,Tissue
r,10058:10130:10184,273,1,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10130:10191,178,26,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10130:10201,37,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10058:10133:10140,828,0,64,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10133:10146,659,0,64,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10133:10150,659,0,64,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10133:10159,574,0,64,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10133:10162,544,0,64,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10133:10179,306,0,64,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10133:10184,242,1,32,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10133:10191,146,26,32,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10133:10201,37,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10058:10140:10146,723,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10140:10150,723,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10140:10159,638,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10140:10162,608,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10140:10179,371,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10140:10184,274,1,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10140:10191,178,26,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10140:10201,37,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10058:10146:10150,724,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10146:10159,639,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10146:10162,609,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10146:10179,371,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10146:10184,274,1,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10146:10191,178,26,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10146:10201,37,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10058:10150:10159,639,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10150:10162,609,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10150:10179,371,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10150:10184,274,1,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10150:10191,178,26,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10150:10201,37,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10058:10159:10162,604,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10159:10179,368,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10159:10184,272,1,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10159:10191,176,26,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10159:10201,36,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10058:10162:10179,371,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10162:10184,274,1,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10162:10191,178,26,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10162:10201,37,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10058:10179:10184,274,1,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10179:10191,178,26,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10179:10201,37,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10058:10184:10191,177,26,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10184:10201,37,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10058:10191:10201,37,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10071:10075:10081,1617,8,20,0,14,0,0,61,1,Rep2,cfDNA
r,10071:10075:10088,1585,10,20,0,14,0,0,61,1,Rep2,cfDNA
r,10071:10075:10096,1561,33,20,0,14,0,0,61,1,Rep2,cfDNA
r,10071:10075:10102,1592,1,20,0,14,0,0,61,1,Rep2,cfDNA
r,10071:10075:10109,1557,36,20,0,0,14,0,61,1,Rep2,cfDNA
r,10071:10075:10111,1594,0,20,0,14,0,0,61,1,Rep2,cfDNA
r,10071:10075:10118,1493,1,20,0,14,0,0,59,1,Rep2,cfDNA
r,10071:10075:10121,1445,1,20,0,14,0,0,59,1,Rep2,cfDNA
r,10071:10075:10130,1330,1,20,0,0,0,9,48,1,Rep2,cfDNA
r,10071:10075:10133,1266,65,20,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10075:10140,1154,1,20,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10075:10146,984,1,20,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10075:10150,984,1,20,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10075:10159,888,1,20,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10075:10162,858,1,20,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10075:10179,620,1,20,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10075:10184,520,2,20,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10075:10191,424,27,20,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10075:10201,283,1,20,0,0,0,0,9,1,Rep2,cfDNA
r,10071:10075:10209,188,0,20,0,0,0,0,9,1,Rep2,cfDNA
r,10071:10081:10088,1597,10,8,0,14,0,0,61,1,Rep2,cfDNA
r,10071:10081:10096,1581,25,0,8,14,0,0,61,1,Rep2,cfDNA
r,10071:10081:10102,1604,1,8,0,14,0,0,61,1,Rep2,cfDNA
r,10071:10081:10109,1569,36,8,0,0,14,0,61,1,Rep2,cfDNA
r,10071:10081:10111,1606,0,8,0,14,0,0,61,1,Rep2,cfDNA
r,10071:10081:10118,1505,1,8,0,14,0,0,59,1,Rep2,cfDNA
r,10071:10081:10121,1457,1,8,0,14,0,0,59,1,Rep2,cfDNA
r,10071:10081:10130,1342,1,8,0,0,0,9,48,1,Rep2,cfDNA
r,10071:10081:10133,1278,65,8,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10081:10140,1166,1,8,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10081:10146,996,1,8,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10081:10150,996,1,8,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10081:10159,908,1,0,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10081:10162,878,1,0,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10081:10179,640,1,0,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10081:10184,540,2,0,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10081:10191,444,27,0,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10081:10201,303,1,0,0,0,0,0,9,1,Rep2,cfDNA
r,10071:10081:10209,208,0,0,0,0,0,0,9,1,Rep2,cfDNA
r,10071:10088:10096,1572,32,9,1,14,0,0,61,1,Rep2,cfDNA
r,10071:10088:10102,1603,0,9,1,14,0,0,61,1,Rep2,cfDNA
r,10071:10088:10109,1568,35,9,1,0,14,0,61,1,Rep2,cfDNA
r,10071:10088:10111,1604,0,10,0,14,0,0,61,1,Rep2,cfDNA
r,10071:10088:10118,1504,0,9,1,14,0,0,59,1,Rep2,cfDNA
r,10071:10088:10121,1456,0,9,1,14,0,0,59,1,Rep2,cfDNA
r,10071:10088:10130,1341,0,9,1,0,0,9,48,1,Rep2,cfDNA
r,10071:10088:10133,1277,64,9,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10088:10140,1165,0,9,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10088:10146,995,0,9,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10088:10150,995,0,9,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10088:10159,899,0,9,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10088:10162,869,0,9,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10088:10179,640,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10088:10184,540,1,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10088:10191,444,26,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10088:10201,303,0,0,1,0,0,0,9,1,Rep2,cfDNA
r,10071:10088:10209,208,0,0,0,0,0,0,9,1,Rep2,cfDNA
r,10071:10096:10102,1579,0,32,1,14,0,0,61,1,Rep2,cfDNA
r,10071:10096:10109,1544,35,32,1,0,14,0,61,1,Rep2,cfDNA
r,10071:10096:10111,1580,0,33,0,14,0,0,61,1,Rep2,cfDNA
r,10071:10096:10118,1480,0,32,1,14,0,0,59,1,Rep2,cfDNA
r,10071:10096:10121,1432,0,32,1,14,0,0,59,1,Rep2,cfDNA
r,10071:10096:10130,1317,0,32,1,0,0,9,48,1,Rep2,cfDNA
r,10071:10096:10133,1253,64,32,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10096:10140,1141,0,32,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10096:10146,971,0,32,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10096:10150,971,0,32,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10096:10159,883,0,24,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10096:10162,853,0,24,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10096:10179,615,0,24,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10096:10184,515,1,24,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10096:10191,419,26,24,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10096:10201,278,0,24,1,0,0,0,9,1,Rep2,cfDNA
r,10071:10096:10209,207,0,0,0,0,0,0,9,1,Rep2,cfDNA
r,10071:10102:10109,1575,35,0,1,0,14,0,61,1,Rep2,cfDNA
r,10071:10102:10111,1611,0,1,0,14,0,0,61,1,Rep2,cfDNA
r,10071:10102:10118,1511,0,0,1,14,0,0,59,1,Rep2,cfDNA
r,10071:10102:10121,1463,0,0,1,14,0,0,59,1,Rep2,cfDNA
r,10071:10102:10130,1348,0,0,1,0,0,9,48,1,Rep2,cfDNA
r,10071:10102:10133,1284,64,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10102:10140,1173,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10102:10146,1004,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10102:10150,1004,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10102:10159,908,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10102:10162,878,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10102:10179,640,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10102:10184,540,1,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10102:10191,444,26,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10102:10201,303,0,0,1,0,0,0,9,1,Rep2,cfDNA
r,10071:10102:10209,208,0,0,0,0,0,0,9,1,Rep2,cfDNA
r,10071:10109:10111,1576,0,36,0,0,0,14,61,1,Rep2,cfDNA
r,10071:10109:10118,1476,0,35,1,0,0,14,59,1,Rep2,cfDNA
r,10071:10109:10121,1449,0,16,1,0,0,14,59,1,Rep2,cfDNA
r,10071:10109:10130,1333,0,16,1,0,0,9,48,1,Rep2,cfDNA
r,10071:10109:10133,1269,64,16,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10109:10140,1166,0,8,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10109:10146,1004,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10109:10150,1004,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10109:10159,908,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10109:10162,878,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10109:10179,640,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10109:10184,540,1,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10109:10191,444,26,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10109:10201,303,0,0,1,0,0,0,9,1,Rep2,cfDNA
r,10071:10109:10209,208,0,0,0,0,0,0,9,1,Rep2,cfDNA
r,10071:10111:10118,1513,1,0,0,14,0,0,59,1,Rep2,cfDNA
r,10071:10111:10121,1465,1,0,0,14,0,0,59,1,Rep2,cfDNA
r,10071:10111:10130,1350,1,0,0,0,0,9,48,1,Rep2,cfDNA
r,10071:10111:10133,1286,65,0,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10111:10140,1174,1,0,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10111:10146,1004,1,0,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10111:10150,1004,1,0,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10111:10159,908,1,0,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10111:10162,878,1,0,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10111:10179,640,1,0,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10111:10184,540,2,0,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10111:10191,444,27,0,0,0,0,0,57,1,Rep2,cfDNA
r,10071:10111:10201,303,1,0,0,0,0,0,9,1,Rep2,cfDNA
r,10071:10111:10209,208,0,0,0,0,0,0,9,1,Rep2,cfDNA
r,10071:10118:10121,1464,0,0,1,14,0,0,59,1,Rep2,cfDNA
r,10071:10118:10130,1349,0,0,1,0,0,9,48,1,Rep2,cfDNA
r,10071:10118:10133,1285,64,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10118:10140,1174,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10118:10146,1004,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10118:10150,1004,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10118:10159,908,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10118:10162,878,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10118:10179,640,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10118:10184,540,1,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10118:10191,444,26,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10118:10201,303,0,0,1,0,0,0,9,1,Rep2,cfDNA
r,10071:10118:10209,208,0,0,0,0,0,0,9,1,Rep2,cfDNA
r,10071:10121:10130,1347,0,0,1,0,0,9,48,1,Rep2,cfDNA
r,10071:10121:10133,1283,64,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10121:10140,1173,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10121:10146,1004,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10121:10150,1004,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10121:10159,908,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10121:10162,878,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10121:10179,640,0,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10121:10184,540,1,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10121:10191,444,26,0,1,0,0,0,57,1,Rep2,cfDNA
r,10071:10121:10201,303,0,0,1,0,0,0,9,1,Rep2,cfDNA
r,10071:10121:10209,208,0,0,0,0,0,0,9,1,Rep2,cfDNA
r,13577:13701:13718,61,0,0,0,15,0,0,0,13,Rep2,cfDNA
r,13577:13707:13709,402,0,0,0,15,0,0,0,13,Rep2,cfDNA
r,13577:13707:13713,140,0,0,0,15,0,0,0,13,Rep2,cfDNA
r,13577:13707:13718,61,0,0,0,15,0,0,0,13,Rep2,cfDNA
r,13577:13709:13713,140,0,0,0,15,0,0,0,13,Rep2,cfDNA
r,13577:13709:13718,61,0,0,0,15,0,0,0,13,Rep2,cfDNA
r,13577:13713:13718,60,0,0,0,15,0,0,0,13,Rep2,cfDNA
r,13586:13596:13600,2741,86,3,0,73,12,19,0,13,Rep2,cfDNA
r,13586:13596:13606,2645,0,3,0,85,0,11,8,13,Rep2,cfDNA
r,13586:13596:13627,2167,26,2,0,70,0,11,8,13,Rep2,cfDNA
r,13586:13596:13634,2076,16,2,0,55,6,10,8,13,Rep2,cfDNA
r,13586:13596:13636,2002,22,2,0,60,0,19,0,13,Rep2,cfDNA
r,13586:13596:13647,1665,16,2,0,39,0,6,8,13,Rep2,cfDNA
r,13586:13596:13661,1535,33,1,0,25,0,6,8,13,Rep2,cfDNA
r,13586:13596:13669,1295,49,0,0,25,0,6,8,13,Rep2,cfDNA
r,13586:13596:13678,1137,34,0,0,25,0,6,8,13,Rep2,cfDNA
r,13586:13596:13684,1040,8,0,0,25,0,6,4,13,Rep2,cfDNA
r,13586:13596:13686,1017,18,0,0,25,0,6,4,13,Rep2,cfDNA
r,13586:13596:13691,860,0,0,0,25,0,0,4,13,Rep2,cfDNA
r,13586:13596:13701,722,9,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13596:13707,692,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13596:13709,670,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13596:13713,408,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13596:13718,329,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13596:13724,211,0,0,0,0,0,0,0,13,Rep2,cfDNA
r,13586:13600:13606,2562,0,86,0,85,8,12,0,13,Rep2,cfDNA
r,13586:13600:13627,2090,20,80,6,76,8,6,0,13,Rep2,cfDNA
r,13586:13600:13634,1993,16,86,0,65,8,0,6,13,Rep2,cfDNA
r,13586:13600:13636,1925,16,80,6,73,0,6,0,13,Rep2,cfDNA
r,13586:13600:13647,1583,16,86,0,45,8,0,0,13,Rep2,cfDNA
r,13586:13600:13661,1458,33,80,0,31,8,0,0,13,Rep2,cfDNA
r,13586:13600:13669,1235,49,62,0,31,8,0,0,13,Rep2,cfDNA
r,13586:13600:13678,1077,34,62,0,31,8,0,0,13,Rep2,cfDNA
r,13586:13600:13684,1010,8,32,0,31,4,0,0,13,Rep2,cfDNA
r,13586:13600:13686,987,18,32,0,31,4,0,0,13,Rep2,cfDNA
r,13586:13600:13691,829,0,32,0,25,4,0,0,13,Rep2,cfDNA
r,13586:13600:13701,706,9,17,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13600:13707,676,0,17,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13600:13709,654,0,17,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13600:13713,409,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13600:13718,330,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13600:13724,212,0,0,0,0,0,0,0,13,Rep2,cfDNA
r,13586:13606:13627,2171,26,0,0,82,0,0,8,13,Rep2,cfDNA
r,13586:13606:13634,2080,16,0,0,65,6,0,8,13,Rep2,cfDNA
r,13586:13606:13636,2006,22,0,0,71,0,8,0,13,Rep2,cfDNA
r,13586:13606:13647,1669,16,0,0,45,0,0,8,13,Rep2,cfDNA
r,13586:13606:13661,1538,33,0,0,31,0,0,8,13,Rep2,cfDNA
r,13586:13606:13669,1297,49,0,0,31,0,0,8,13,Rep2,cfDNA
r,13586:13606:13678,1139,34,0,0,31,0,0,8,13,Rep2,cfDNA
r,13586:13606:13684,1042,8,0,0,31,0,0,4,13,Rep2,cfDNA
r,13586:13606:13686,1019,18,0,0,31,0,0,4,13,Rep2,cfDNA
r,13586:13606:13691,861,0,0,0,25,0,0,4,13,Rep2,cfDNA
r,13586:13606:13701,723,9,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13606:13707,693,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13606:13709,671,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13606:13713,409,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13606:13718,330,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13606:13724,212,0,0,0,0,0,0,0,13,Rep2,islet
r,13586:13627:13634,2067,0,10,16,65,6,0,8,13,Rep2,islet
r,13586:13627:13636,1999,0,4,22,71,0,8,0,13,Rep2,islet
r,13586:13627:13647,1662,0,6,16,45,0,0,8,13,Rep2,islet
r,13586:13627:13661,1537,17,0,16,31,0,0,8,13,Rep2,islet
r,13586:13627:13669,1296,33,0,16,31,0,0,8,13,Rep2,islet
r,13586:13627:13678,1139,34,0,0,31,0,0,8,13,Rep2,islet
r,13586:13627:13684,1042,8,0,0,31,0,0,4,13,Rep2,islet
r,13586:13627:13686,1019,18,0,0,31,0,0,4,13,Rep2,islet
r,13586:13627:13691,861,0,0,0,25,0,0,4,13,Rep2,islet
r,13586:13627:13701,723,9,0,0,21,0,0,0,13,Rep2,islet
r,13586:13627:13707,693,0,0,0,21,0,0,0,13,Rep2,islet
r,13586:13627:13709,671,0,0,0,21,0,0,0,13,Rep2,islet
r,13586:13627:13713,409,0,0,0,21,0,0,0,13,Rep2,islet
r,13586:13627:13718,330,0,0,0,21,0,0,0,13,Rep2,islet
r,13586:13627:13724,212,0,0,0,0,0,0,0,13,Rep2,islet
r,13586:13634:13636,1999,6,0,16,64,0,14,0,13,Rep2,islet
r,13586:13634:13647,1665,0,0,16,45,0,0,8,13,Rep2,islet
r,13586:13634:13661,1532,17,0,16,31,0,0,8,13,Rep2,islet
r,13586:13634:13669,1292,33,0,16,31,0,0,8,13,Rep2,islet
r,13586:13634:13678,1136,34,0,0,31,0,0,8,13,Rep2,islet
r,13586:13634:13684,1040,8,0,0,31,0,0,4,13,Rep2,islet
r,13586:13634:13686,1017,18,0,0,31,0,0,4,13,Rep2,islet
r,13586:13634:13691,861,0,0,0,25,0,0,4,13,Rep2,islet
r,13586:13634:13701,723,9,0,0,21,0,0,0,13,Rep2,islet
r,13586:13634:13707,693,0,0,0,21,0,0,0,13,Rep2,islet
r,13586:13634:13709,671,0,0,0,21,0,0,0,13,Rep2,islet
r,13586:13634:13713,409,0,0,0,21,0,0,0,13,Rep2,islet
r,13586:13634:13718,330,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13634:13724,212,0,0,0,0,0,0,0,13,Rep2,cfDNA
r,13586:13636:13647,1660,0,6,16,45,8,0,0,13,Rep2,cfDNA
r,13586:13636:13661,1535,17,0,16,31,8,0,0,13,Rep2,cfDNA
r,13586:13636:13669,1296,33,0,16,31,8,0,0,13,Rep2,cfDNA
r,13586:13636:13678,1139,34,0,0,31,8,0,0,13,Rep2,cfDNA
r,13586:13636:13684,1042,8,0,0,31,4,0,0,13,Rep2,cfDNA
r,13586:13636:13686,1019,18,0,0,31,4,0,0,13,Rep2,cfDNA
r,13586:13636:13691,861,0,0,0,25,4,0,0,13,Rep2,cfDNA
r,13586:13636:13701,723,9,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13636:13707,693,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13636:13709,671,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13636:13713,409,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13636:13718,330,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13636:13724,212,0,0,0,0,0,0,0,13,Rep2,cfDNA
r,13586:13647:13661,1535,17,0,16,31,0,0,8,13,Rep2,cfDNA
r,13586:13647:13669,1296,33,0,16,31,0,0,8,13,Rep2,cfDNA
r,13586:13647:13678,1138,34,0,0,31,0,0,8,13,Rep2,cfDNA
r,13586:13647:13684,1041,8,0,0,31,0,0,4,13,Rep2,cfDNA
r,13586:13647:13686,1018,18,0,0,31,0,0,4,13,Rep2,cfDNA
r,13586:13647:13691,861,0,0,0,25,0,0,4,13,Rep2,cfDNA
r,13586:13647:13701,723,9,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13647:13707,693,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13647:13709,671,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13647:13713,409,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13647:13718,330,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13647:13724,212,0,0,0,0,0,0,0,13,Rep2,cfDNA
r,13586:13661:13669,1295,25,0,24,31,0,0,8,13,Rep2,cfDNA
r,13586:13661:13678,1129,34,8,0,31,0,0,8,13,Rep2,cfDNA
r,13586:13661:13684,1041,0,0,8,31,0,0,4,13,Rep2,cfDNA
r,13586:13661:13686,1018,10,0,8,31,0,0,4,13,Rep2,cfDNA
r,13586:13661:13691,852,0,8,0,25,0,0,4,13,Rep2,cfDNA
r,13586:13661:13701,714,9,8,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13661:13707,684,0,8,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13661:13709,662,0,8,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13661:13713,401,0,8,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13661:13718,322,0,8,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13661:13724,204,0,8,0,0,0,0,0,13,Rep2,cfDNA
r,13586:13669:13678,1118,21,20,13,31,0,0,8,13,Rep2,cfDNA
r,13586:13669:13684,1016,0,25,8,31,0,0,4,13,Rep2,cfDNA
r,13586:13669:13686,993,10,25,8,31,0,0,4,13,Rep2,cfDNA
r,13586:13669:13691,840,0,20,0,25,0,0,4,13,Rep2,cfDNA
r,13586:13669:13701,702,9,20,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13669:13707,672,0,20,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13669:13709,650,0,20,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13669:13713,388,0,20,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13669:13718,309,0,20,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13669:13724,203,0,8,0,0,0,0,0,13,Rep2,cfDNA
r,13586:13678:13684,1005,8,34,0,31,0,0,4,13,Rep2,cfDNA
r,13586:13678:13686,982,18,34,0,31,0,0,4,13,Rep2,cfDNA
r,13586:13678:13691,839,0,21,0,25,0,0,4,13,Rep2,cfDNA
r,13586:13678:13701,722,9,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13678:13707,692,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13678:13709,670,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13678:13713,409,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13678:13718,330,0,0,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13678:13724,212,0,0,0,0,0,0,0,13,Rep2,cfDNA
r,13586:13684:13686,1017,10,0,8,31,0,0,4,13,Rep2,cfDNA
r,13586:13684:13691,852,0,8,0,25,0,0,4,13,Rep2,cfDNA
r,13586:13684:13701,714,9,8,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13684:13707,684,0,8,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13684:13709,662,0,8,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13684:13713,401,0,8,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13684:13718,322,0,8,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13684:13724,204,0,8,0,0,0,0,0,13,Rep2,cfDNA
r,13586:13686:13691,843,0,18,0,25,0,0,4,13,Rep2,cfDNA
r,13586:13686:13701,714,0,9,9,21,0,0,0,13,Rep2,cfDNA
r,13586:13686:13707,676,0,17,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13686:13709,654,0,17,0,21,0,0,0,13,Rep2,cfDNA
r,13586:13686:13713,392,0,17,0,21,0,0,0,13,Rep2,cfDNA
